veillonella_parvula,roseburia_intestinalis,eubacterium_rectale,bacteroides_finegoldii,flavonifractor_plautii,parabacteroides_distasonis,anaerotruncus_sp_cag_528,bacteroides_ovatus,fecalcal,roseburia_inulinivorans,ruminococcus_bicirculans,bacteroides_uniformis,bacteroides_fragilis,bacteroides_massiliensis,acidaminococcus_intestini,akkermansia_muciniphila,barnesiella_intestinihominis,eisenbergiella_massiliensis,parabacteroides_merdae,veillonella_seminalis,ruminococcus_bromii,alistipes_finegoldii,bacteroides_thetaiotaomicron,alistipes_putredinis,klebsiella_pneumoniae,bacteroides_faecis_cag_32,klebsiella_variicola,ruminococcus_gnavus,escherichia_coli,clostridium_neonatale,bacteroides_vulgatus,clostridium_clostridioforme,roseburia_faecis,prevotella_sp_885,bacteroides_caccae,bacteroides_eggerthii,bacteroides_sp_cag_144,week_num,streptococcus_thermophilus,bacteroides_stercoris,clostridium_citroniae,odoribacter_splanchnicus,prevotella_sp_am42_24,bacteroides_xylanisolvens,proteus_mirabilis,prevotella_stercorea,erysipelatoclostridium_ramosum,prevotella_sp_cag_1185,lactobacillus_acidophilus,oscillibacter_sp_57_20,bacteroides_coprocola,haemophilus_parainfluenzae,eubacterium_eligens,oscillibacter_sp_cag_241,bacteroides_cellulosilyticus,fusicatenibacter_saccharivorans,bifidobacterium_dentium,bifidobacterium_breve,clostridium_symbiosum,parabacteroides_goldsteinii,faecalibacterium_prausnitzii,clostridium_bolteae,bifidobacterium_adolescentis,butyrivibrio_crossotus,prevotella_buccae,veillonella_atypica,proteobacteria_bacterium_cag_139,bifidobacterium_longum,bacteroides_dorei,dialister_invisus,phascolarctobacterium_succinatutens,prevotella_copri,firmicutes_bacterium_cag_83,bacteroides_intestinalis,bacteroides_plebeius,morganella_morganii,parasutterella_excrementihominis,coprobacter_fastidiosus,eubacterium_sp_cag_251,dorea_longicatena,agathobaculum_butyriciproducens,eubacterium_sp_cag_38,bacteroides_sp_43_108,bacteroides_fluxus,bacteroides_sartorii,clostridium_sp_cag_167,clostridium_sp_cag_299,hungatella_hathewayi,roseburia_hominis,chlamydia_ibidis,phascolarctobacterium_faecium,dialister_sp_cag_357,alistipes_shahii,coprococcus_eutactus,bacteroides_salyersiae,anaerostipes_hadrus,ruthenibacterium_lactatiformans,eubacterium_sp_cag_180,lachnospira_pectinoschiza,oxalobacter_formigenes,klebsiella_quasipneumoniae,blautia_obeum,blautia_wexlerae,sutterella_parvirubra,butyrivibrio_sp_cag_318,bacteroides_oleiciplenus,eubacterium_ventriosum,klebsiella_michiganensis,staphylococcus_epidermidis,fusobacterium_nucleatum,prevotella_corporis,prevotella_oris,clostridium_saccharolyticum,enterococcus_faecium,coprococcus_comes,bilophila_wadsworthia,gemmiger_formicilis,clostridium_bolteae_cag_59,citrobacter_freundii,desulfovibrio_piger,klebsiella_oxytoca,desulfovibrionaceae_bacterium,eubacterium_siraeum,bacteroides_faecis,firmicutes_bacterium_cag_110,alistipes_inops,eubacterium_ramulus,prevotella_sp_cag_279,methanobrevibacter_smithii,lactobacillus_crispatus,blautia_hansenii,bifidobacterium_pseudocatenulatum,turicibacter_sanguinis,intestinimonas_butyriciproducens,veillonella_dispar,ruminococcus_torques,firmicutes_bacterium_cag_94,parabacteroides_johnsonii,megasphaera_micronuciformis,clostridium_sp_cag_58,collinsella_intestinalis,ruminococcus_callidus,bulleidia_extructa,collinsella_aerofaciens,ruminococcus_sp_cag_330,butyricicoccus_pullicaecorum,bacteroides_sp_cag_633,haemophilus_sp_hmsc71h05,prevotella_dentalis,cloacibacillus_porcorum,dysgonomonas_sp_37_18,intestinibacter_bartlettii,butyricimonas_synergistica,clostridium_sp_cag_411,campylobacter_concisus,cutibacterium_acnes,faecalicatena_orotica,clostridium_sp_cag_678,haemophilus_sputorum,streptococcus_parasanguinis,coprobacillus_cateniformis,streptococcus_infantis,bacteroides_clarus,fusobacterium_ulcerans,lactobacillus_paragasseri,anaeromassilibacillus_sp_an250,ruminococcus_lactaris,clostridium_sp_cag_242,bifidobacterium_catenulatum,enterococcus_dispar,blautia_sp_cag_257,lachnoclostridium_sp_an138,haemophilus_pittmaniae,clostridium_asparagiforme,firmicutes_bacterium_cag_646,bacteroides_sp_cag_661,parabacteroides_sp_cag_409,eubacterium_hallii,lawsonibacter_asaccharolyticus,flavonifractor_sp_an10,clostridium_lavalense,micrococcus_aloeverae,victivallis_vadensis,citrobacter_werkmanii,pseudoflavonifractor_sp_an184,bifidobacterium_animalis,dorea_formicigenerans,coprococcus_catus,gemmiger_sp_an50,pediococcus_acidilactici,bifidobacterium_bifidum,aggregatibacter_aphrophilus,alistipes_timonensis,megamonas_funiformis_cag_377,veillonella_infantium,lactobacillus_mucosae,flavonifractor_sp_an306,roseburia_sp_cag_303,odoribacter_laneus,proteus_hauseri,diagnosis
0.0,0.0,0.0,0.0,0.0022759535106348,0.0,0.0,0.0,0.659736613707965,0.0,0.0012196059335259,0.106493718517346,0.0028724691934918,0.0,0.0,0.0,0.0,7.45176741461882e-06,0.0,0.0,0.0,0.0,0.0231772083712543,0.0,0.0,0.0,0.0,0.0007548742470014,9.45932119298645e-06,0.0,0.144085197043615,0.0057118647891434,0.0170675757233123,0.0,0.0094185236170497,0.0,0.0,0.0,0.0,0.0,6.53305636350143e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023773519896099,0.0,0.0,4.08996549423371e-05,0.0,0.0180067366019008,0.0004209738194231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020292285539069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073663613132,1.19432436645261e-05,0.0003882404849351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229745747397,0.0001571676424115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000378611032066,0.0,0.0,0.0,0.0,6.94817765326559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002974582225506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007562353004105,0.0,0.0,0.0001110959845147,0.0,0.0,0.0,0.0005684099299598,0.0001263738090314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,8.66304527359427e-05,0.0,0.0,0.0081649939863584,0.0,0.0,0.0,0.362229854861808,0.0010073816586383,9.44844746949613e-06,0.169757421150196,0.098846940997221,0.0,0.0,0.0283935294905828,0.0,0.0,0.0,0.0,0.0,0.0,0.156307379018978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726244285239417,0.0005481280588241,0.0161603292878428,0.0,0.0136051738281076,0.0,0.0,0.0472422373474806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001873154710827,0.0,0.0,0.0,0.0,0.0162125910129084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040346051750682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009955120465047,0.0,0.0,0.0,0.0,0.0,4.6120234210478e-05,0.0004718908983046,0.0,0.0,0.0,0.0,0.0,0.0,0.0001486358892545,0.0004012637534701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88968949389923e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014465573075798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3127439655571e-05,0.0004014999646569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.00295883624844,0.0,0.0,0.0,0.498421801221239,6.39944708777162e-06,1.2409738609395e-05,0.0687967802825079,0.0009510962036663,0.0,0.0,0.0035193067427082,0.0,6.39512313703664e-05,0.0,0.0,0.0,0.0,0.0163178550021927,0.0,0.0003682708840983,0.0,2.47329982040903e-05,0.0030142260573551,0.0167141450870537,0.0,0.0535397633536354,0.0142235494637047,0.0010478229816079,0.0,0.0446836204162771,0.0,0.0,0.0691832117596932,0.0,0.0,3.30349836152535e-05,0.0,0.0,0.0,0.0,0.0,1.35772053078398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019050029753105,0.0,0.0,0.0,0.0,0.0010894193876784,0.0006177628415067,0.0,0.0,0.0,0.0,0.0,0.0,0.171812787807566,0.0006882864779942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010281057662563,0.0,0.0004886064330528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014457994072555,0.0027151383850165,0.0,0.0,0.0,0.0,0.0,2.63328599760332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003304363151672,0.0,0.0,0.0,0.0,0.0001368098012547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78462427332765e-05,0.0009040083801624,0.0,0.0003029792280001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024176505744498,0.0,0.0,0.0,0.0,0.0,0.0,0.0126263685412175,0.0,0.0,2.96190625346186e-05,0.0,0.0,0.0,0.0023918365885619,0.0004435508663943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0149829835321966,0.0,0.0,0.0,0.153458718853984,0.0002860382955345,0.0,0.185504994493184,0.0102841514348243,0.0,0.0,0.0257413963814205,0.0,0.0,0.0,0.0,0.0,0.0189228386400767,0.111197470059065,0.0,0.0,0.0,0.0,0.0,0.0013504975710553,0.0,0.242707164310251,1.07801716004911e-05,0.0128907043373921,0.0,0.0096100269616721,0.0,0.0,0.185180861848926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001794336415294,0.0,0.0,0.0,0.0,0.0082953089785668,0.0004086544804873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060505201168253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007358955177832,1.53435571246253e-05,0.0013551932286237,0.0,0.0,0.0,0.0,0.0,0.0,0.0001824031489211,0.0,0.0,0.0,0.0,0.0,0.0,0.0012577748680867,0.0020321615507257,0.0,0.0,0.0,0.0,0.0,1.24997081748025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003119636161933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004609019379375,0.0,0.0006230013280774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002919244015004,0.0,0.0,0.0,0.0001390840544529,0.0,0.0,3.76975325906743e-05,0.0,0.0,0.0,0.0009003758047183,0.0016275413675858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0059168831222209,0.0,0.0,0.0,0.212231440888996,0.0007382189514482,6.0224326769091e-05,0.20692867464581,0.0135370586256135,0.0,0.0,0.0089934043230677,0.0,0.0001093171429031,0.0,0.0,0.0,0.0447638001904116,0.0450259329946995,0.0,0.0,0.0,0.0,0.0,0.0002402122910372,0.0,0.189902087232454,0.0019829501791259,0.008469880815201,0.0,0.012422423360691,0.0,0.0,0.216921745708574,0.0,0.0,8.62549362541199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016738937761611,0.0,0.0,0.0,0.0,0.0068900054904035,0.0032447497231108,0.0,0.0,0.0,0.0,0.0001081183648347,0.0,0.0,0.0056478430728723,0.0,0.0,0.0,0.0,0.0,0.0,0.0022420574959078,0.0,0.0,0.0002286241030428,0.0005087956630264,0.0005561759390628,0.0,0.0,0.0,0.0,0.0,0.0,0.0001419124894293,0.0,0.0,0.0,0.0,0.0,0.0,0.0011016770448499,0.0022200798979874,0.0,0.0,0.0,0.0,0.0,3.92171682373133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001359185990873,0.0,0.0,0.0,0.0,0.0001020103051529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008188795900498,0.0,6.57044550817287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003953113392189,0.0,0.0,0.0,0.0015814166108854,0.0,0.0,0.0002258840388865,0.0,0.0,0.0,0.0006605267156826,0.0007813749619102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0002477974445884,0.0,0.0022466156524108,0.0,0.0,0.0,0.641859488641913,0.0,0.0,0.0,0.0396958326658489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485603126051254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244021962754171,0.0053582123543518,0.0008928085700454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093932028290667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010337368753576,0.0001197621989743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001439724999632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49151237345148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018107586065023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039754317017202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28572456434799e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005423322305827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,4.06579165491335e-06,0.0185898466956295,0.0,0.0026635863571991,0.0,0.0,0.0,0.334688576684003,0.0,1.71872101775882e-05,0.0012196142906662,0.0744099627665889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773853214202352,0.0,0.0,0.0,0.0,8.2671096983238e-05,3.69001394135317e-05,0.0,0.386750237987418,0.0044244437611997,0.0021751985353786,0.0,0.0,0.0,0.0,0.0492823230898587,0.0,0.0,0.0,0.0,0.0,0.0304731700564794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93433118127696e-05,0.0,0.0021504957709298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000350766934592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000657734204538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73732472510782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0014089200142352,0.0,0.0,0.0,0.0,0.0,0.0,1.22589778686024e-05,0.0064350393374583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037699129076626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003855725752742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333949157028,0.0,0.0,0.0,0.0,0.0,0.0,0.0001743362179303,0.0,0.0,0.0020217457018575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0106501026185906,0.0,0.0100005296296737,0.0,0.0,0.0,0.121072358400021,0.0,0.0,0.0,0.0914518907211078,0.0,0.0692436623066047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749528277261664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452555144943124,0.0089574092122679,0.000312322391265,0.0,0.0,0.0,0.0,0.121231398841376,0.0,0.0,0.0,0.0,0.0,0.0247896237439575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002957288435486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032922659444104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004523446569268,0.0,0.0,0.0,0.0,0.0,0.0,0.0006160070453627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050479239085063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025644987032407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49313871955851e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.23552199702059e-05,0.0,0.0,0.0022136853428435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.000816450335558,0.0239755423590903,0.0,0.0112099655905184,0.0,0.0,0.0,0.103271003793377,0.0,0.0,0.0,0.0574201151528044,0.0,0.0706097165987869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152998821655491,0.0,0.0,0.0,0.0,1.8646268123799e-05,0.0005612384367338,0.0,0.333537896653984,0.0077122246001354,0.0015586002744702,0.0,0.0,0.0,0.0,0.185039301991898,0.0,0.0,0.0,0.0,0.0,0.0148289784926684,0.0,0.0,0.0003653814524716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003189081200868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104969949261512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002686628326997,0.0,0.0,0.0,0.0,0.0,0.0,0.0024852201636758,0.0,0.0,0.0,0.0,0.0,0.0,4.58328117241471e-05,0.0071015237345998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042882858236622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003734947141744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013453068944434,0.0,0.0,0.0,0.0,0.0,0.0,2.54073195427337e-05,0.0,0.0,0.0088612474965427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0002211367494151,0.0212668829986359,0.0,0.0033200851295581,0.0,0.0,0.0,0.110059355665493,0.0,0.0,0.0,0.0623010991238063,0.0,0.0502381568629487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530326376942017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456078095252093,0.0043176276125908,0.0006567356939186,0.0,0.0,0.0,0.0,0.215743170161155,0.0,0.0,0.0,0.0,0.0,0.0111603267726959,0.0,0.0,8.14430467358362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001711787215747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021707133905246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84984565261669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0041444262987958,0.0,0.0,0.0,0.0,0.0,0.0,4.24070168848021e-05,0.0024993172065763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006588257058796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005011983521806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003383122587089,0.0,0.0,0.0,0.0,0.0,0.0,0.0001858088053012,0.0,0.0,0.00070878373372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
